,ASX code,Company name,GICs industry group,Listing date,Market Cap,market_cap,beta,industry_cap,industry_weight,weighted_beta,industry_beta
451,COL,COLES GROUP LIMITED.,Consumer Staples Distribution & Retail,21/11/2018,28104381028,28104381028,0.4136853685174826,77091914297,0.3645567928139212,0.15081181118077855,0.503096945693974
452,COS,COSOL LIMITED,Software & Services,24/01/2020,93724230,93724230,0.2580911501105112,88152131966,0.0010632100201064807,0.00027440509689830137,1.2989843852591967
453,COV,CLEO DIAGNOSTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",22/08/2023,100593632,100593632,0.9505258160937454,104138713167,0.0009659580855266091,0.0009181680975575321,0.8464389618170871
454,COY,COPPERMOLY LIMITED,Materials,31/01/2008,7943917,7943917,0.19021321172542166,1009891818903,7.866106895121815e-06,1.496237456296605e-06,1.0750260251119568
455,CP8,CANADIAN PHOSPHATE LIMITED,Materials,02/09/2013,31208447,31208447,0.7927505579214126,1009891818903,3.09027624700439e-05,2.4498182189440192e-05,1.0750260251119568
456,CPM,COOPER METALS LIMITED,Materials,19/11/2021,4779695,4779695,0.8651788770139629,1009891818903,4.7328782257014095e-06,4.094786268356182e-06,1.0750260251119568
457,CPN,CASPIN RESOURCES LIMITED,Materials,25/11/2020,26915941,26915941,1.0312350003460171,1009891818903,2.6652301262562533e-05,2.7484785901720827e-05,1.0750260251119568
458,CPO,CULPEO MINERALS LIMITED,Materials,10/09/2021,11714899,11714899,0.718923022202175,1009891818903,1.1600152393278487e-05,8.339616616581562e-06,1.0750260251119568
459,CPU,COMPUTERSHARE LIMITED.,Commercial & Professional Services,27/05/1994,20388144218,20388144218,0.7339095200899135,83211939014,0.24501465125779362,0.17981858511960483,0.7800113210664875
460,CPV,CLEARVUE TECHNOLOGIES LIMITED,Capital Goods,25/05/2018,41287691,41287691,0.8254649736741997,92779037735,0.00044501098532545585,0.0003673409812864071,0.9099567935722183
461,CQE,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,Equity Real Estate Investment Trusts (REITs),22/05/2003,1131881709,1131881709,0.8787606745362141,187334950343,0.0060420210266561945,0.005309490472946386,1.046556544211197
462,CQR,CHARTER HALL RETAIL REIT,Equity Real Estate Investment Trusts (REITs),15/11/1995,2377229101,2377229101,0.786027187271795,187334950343,0.012689725524507969,0.009974469261280101,1.046556544211197
464,CR1,CONSTELLATION RESOURCES LIMITED,Materials,30/07/2018,12863112,12863112,0.09598016251725883,1009891818903,1.2737118728194689e-05,1.2225107255337472e-06,1.0750260251119568
466,CR9,CORELLA RESOURCES LTD,Materials,15/01/2008,9475661,9475661,0.38420447184994627,1009891818903,9.382847571032889e-06,3.604931995477242e-06,1.0750260251119568
467,CRB,CARBINE RESOURCES LIMITED,Materials,16/03/2007,7151194,7151194,-0.12318807095339455,1009891818903,7.081148560811216e-06,-8.723130313407398e-07,1.0750260251119568
468,CRD,CONRAD ASIA ENERGY LTD.,Energy,27/10/2022,105247057,105247057,0.27975705268358325,126672735205,0.0008308580124181743,0.00023243838875264847,1.0282868425662293
469,CRI,CRITICA LIMITED,Materials,22/09/2006,78585336,78585336,0.34408972104765956,1009891818903,7.781559819482814e-05,2.6775547476015176e-05,1.0750260251119568
470,CRN,CORONADO GLOBAL RESOURCES INC.,Materials,23/10/2018,737639641,737639641,1.266761784855767,1009891818903,0.0007304145129141304,0.0009252611920636596,1.0750260251119568
471,CRR,CRITICAL RESOURCES LIMITED,Materials,03/12/2010,30085854,30085854,1.4258070349656187,1009891818903,2.9791165189040652e-05,4.247645290635701e-05,1.0750260251119568
472,CRS,CAPRICE RESOURCES LTD,Materials,05/12/2018,74058475,74058475,0.3317630388185797,1009891818903,7.333307747798808e-05,2.4329204630015674e-05,1.0750260251119568
473,CSC,CAPSTONE COPPER CORP.,Materials,02/02/2024,14142973937,14142973937,1.70418974208834,1009891818903,0.014004444508088873,0.023866230674330448,1.0750260251119568
474,CSL,CSL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",08/06/1994,85037336340,85037336340,0.7818425872983991,104138713167,0.8165775603893967,0.6384351125446606,0.8464389618170871
475,CST,CASTILE RESOURCES LTD,Materials,14/02/2020,41276058,41276058,0.47805144923813203,1009891818903,4.087176193271505e-05,1.9538805024850344e-05,1.0750260251119568
476,CSX,CLEANSPACE HOLDINGS LIMITED,Health Care Equipment & Services,23/10/2020,55650910,55650910,0.2485928734238307,195869793311,0.00028412196214266727,7.063069497186251e-05,0.7240078018435547
477,CT1,CONSTELLATION TECHNOLOGIES LIMITED,Technology Hardware & Equipment,08/10/1987,2949467,2949467,-0.9238225293381905,10828407429,0.00027238234424952574,-0.00025163294621166263,1.0560303637662039
479,CTE,CRYOSITE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",09/05/2002,49297659,49297659,0.20898687014982884,104138713167,0.0004733845608495736,9.893115774920358e-05,0.8464389618170871
480,CTM,CENTAURUS METALS LIMITED,Materials,12/01/1989,337771690,337771690,1.076846298676751,1009891818903,0.00033446324019824835,0.0003601655022509169,1.0750260251119568
481,CTN,CATALINA RESOURCES LTD,Materials,18/02/2010,11451998,11451998,1.407046675818711,1009891818903,1.1339826489969777e-05,1.5955665167072937e-05,1.0750260251119568
482,CTO,CITIGOLD CORPORATION LIMITED,Materials,23/12/1993,63000000,63000000,0.5227410783575609,1009891818903,6.238291945808023e-05,3.261011458860973e-05,1.0750260251119568
483,CTP,CENTRAL PETROLEUM LIMITED,Energy,07/03/2006,48929657,48929657,0.23492856225942688,126672735205,0.0003862682598651952,9.074544693658099e-05,1.0282868425662293
484,CTQ,CARETEQ LIMITED,Health Care Equipment & Services,10/01/2022,2608306,2608306,-0.015342690898622027,195869793311,1.3316530108644976e-05,-2.0431140529913347e-07,0.7240078018435547
485,CTT,CETTIRE LIMITED,Consumer Discretionary Distribution & Retail,18/12/2020,297365812,297365812,1.9472160738833502,143099880937,0.0020780297653141717,0.004046372961027801,0.9825524600056665
486,CU6,CLARITY PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",25/08/2021,1253741339,1253741339,1.3817221492099436,104138713167,0.012039147602961662,0.016634756900619926,0.8464389618170871
487,CUE,CUE ENERGY RESOURCES LIMITED,Energy,11/12/1995,82224066,82224066,0.5610515153102095,126672735205,0.0006491062647927607,0.0003641820534593285,1.0282868425662293
488,CUF,CUFE LTD,Materials,13/10/2005,69069012,69069012,0.8888833889458655,1009891818903,6.839248591500282e-05,6.079294465856008e-05,1.0750260251119568
489,CUL,CULLEN RESOURCES LIMITED,Materials,23/11/1988,5547215,5547215,0.8930576392014955,1009891818903,5.492880421613564e-06,4.905458821742325e-06,1.0750260251119568
490,CUP,COUNT LIMITED,Commercial & Professional Services,22/12/2010,187211459,187211459,0.29443668893771724,83211939014,0.0022498148849590272,0.0006624280454501272,0.7800113210664875
491,CUV,CLINUVEL PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",13/02/2001,640059435,640059435,1.3357633475450819,104138713167,0.006146219936226611,0.008209895316762377,0.8464389618170871
492,CVB,CURVEBEAM AI LIMITED,Health Care Equipment & Services,23/08/2023,36492905,36492905,0.26093817218916876,195869793311,0.0001863120616156313,4.861592881477862e-05,0.7240078018435547
493,CVC,CVC LIMITED,Financial Services,27/06/1985,234438975,234438975,-0.06568766835306301,225859949849,0.0010379838265116748,-6.818273735174218e-05,1.3141430087693993
494,CVL,CIVMEC LIMITED,Capital Goods,22/06/2018,825592500,825592500,0.3526138667300763,92779037735,0.00889848095167895,0.0031377277763954435,0.9099567935722183
495,CVN,CARNARVON ENERGY LIMITED,Energy,16/08/1984,166385080,166385080,0.7185967677213392,126672735205,0.0013135034917398111,0.000943879363554921,1.0282868425662293
496,CVR,CAVALIER RESOURCES LIMITED,Materials,17/06/2022,26395345,26395345,-0.32153012816771376,1009891818903,2.6136804463543505e-05,-8.403770089057615e-06,1.0750260251119568
497,CVV,CARAVEL MINERALS LIMITED,Materials,03/11/2006,212329772,212329772,1.057766241316167,1009891818903,0.00021025001690838953,0.00022239537012184776,1.0750260251119568
498,CVW,CLEARVIEW WEALTH LIMITED,Insurance,11/12/2003,351777163,351777163,0.22658192089699286,95017277862,0.0037022441698541363,0.0008388615956352429,0.7397004388013565
499,CWP,CEDAR WOODS PROPERTIES LIMITED,Real Estate Management & Development,31/08/1994,705277984,705277984,0.6007156692728943,12613098481,0.055916314699549045,0.03358980640801339,0.6793945325275533
500,CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,Commercial & Professional Services,03/05/2005,5622698783,5622698783,0.75288940368554,83211939014,0.06757081795743287,0.050873352838515816,0.7800113210664875
501,CXL,CALIX LIMITED,Materials,20/07/2018,268393384,268393384,1.4998395473232353,1009891818903,0.00026576448979608887,0.00039860409207035654,1.0750260251119568
502,CXO,CORE LITHIUM LTD,Materials,11/02/2011,798154785,798154785,1.9731944977568319,1009891818903,0.0007903369153608944,0.0015594884527642238,1.0750260251119568
503,CXU,CAULDRON ENERGY LIMITED,Energy,28/01/2005,54998380,54998380,1.224256429493223,126672735205,0.00043417693563649454,0.0005315439049906437,1.0282868425662293
504,CXZ,CONNEXION MOBILITY LTD,Software & Services,01/01/1974,20673715,20673715,0.3541986002923494,88152131966,0.00023452314242352967,8.306776878257751e-05,1.2989843852591967
505,CY5,CYGNUS METALS LIMITED,Materials,15/01/2018,234225935,234225935,1.358075698792005,1009891818903,0.00023193170854124662,0.0003149808171491771,1.0750260251119568
506,CYB,AUCYBER LIMITED,Software & Services,14/12/2020,15864819,15864819,0.948212381821449,88152131966,0.00017997090536754133,0.00017065064083711897,1.2989843852591967
507,CYC,CYCLOPHARM LIMITED,Health Care Equipment & Services,18/01/2007,110025482,110025482,0.5352429323922389,195869793311,0.000561727666834787,0.00030066076360250193,0.7240078018435547
508,CYG,COVENTRY GROUP LIMITED,Capital Goods,27/01/1966,82744186,82744186,0.20161244116181415,92779037735,0.0008918413902538844,0.0001798063198182318,0.9099567935722183
509,CYL,CATALYST METALS LIMITED,Materials,26/07/2006,2045781317,2045781317,0.5422776077888504,1009891818903,0.002025743033765973,0.0010985150863455403,1.0750260251119568
510,CYM,CYPRIUM METALS LIMITED,Materials,26/04/1985,270686049,270686049,1.1205141960143843,1009891818903,0.00026803469830465016,0.00030033668447479315,1.0750260251119568
511,CYP,CYNATA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",20/12/2007,80734485,80734485,0.5718687726347566,104138713167,0.0007752590995678209,0.0004433464697437763,0.8464389618170871
512,CYQ,CYCLIQ GROUP LTD,Consumer Durables & Apparel,21/11/2007,1381550,1381550,-0.09564436386507333,5407623058,0.0002554819345176333,-2.4435407105957356e-05,1.0938078567209268
513,CZN,CORAZON MINING LIMITED,Materials,30/06/2005,9324303,9324303,0.8945980648089954,1009891818903,9.232972111932315e-06,8.259798983770072e-06,1.0750260251119568
514,CZR,CZR RESOURCES LTD,Materials,29/08/2006,105198540,105198540,0.8772589925066357,1009891818903,0.00010416812774488304,9.138242679677862e-05,1.0750260251119568
515,D3E,D3 ENERGY LIMITED,Energy,13/05/2024,48896502,48896502,0.3724213974696552,126672735205,0.00038600652240490947,0.00014375708850643815,1.0282868425662293
516,DAF,DISCOVERY ALASKA LIMITED,Materials,22/09/2011,4216225,4216225,0.21427061179159296,1009891818903,4.174927374478481e-06,8.945642427149731e-07,1.0750260251119568
518,DAL,DALAROO METALS LTD,Materials,28/09/2021,17830883,17830883,0.16927898253786094,1009891818903,1.7656230762784954e-05,2.9888287789779174e-06,1.0750260251119568
519,DBF,DUXTON FARMS LTD,"Food, Beverage & Tobacco",08/02/2018,97220102,97220102,0.15583189007869416,22040372634,0.004411000830812905,0.0006873745966042652,0.6414310699034725
520,DBI,DALRYMPLE BAY INFRASTRUCTURE LIMITED,Transportation,08/12/2020,2399486468,2399486468,0.22037639689745572,101657952963,0.023603529267142834,0.005201660733956582,0.6784790528331082
521,DBO,DIABLO RESOURCES LIMITED,Materials,12/10/2021,6367740,6367740,0.7224834273656124,1009891818903,6.305368437301521e-06,4.555524199384559e-06,1.0750260251119568
522,DCC,DIGITALX LIMITED,Software & Services,06/02/1989,68471499,68471499,1.973717974200069,88152131966,0.0007767424051231029,0.00153307044631486,1.2989843852591967
523,DDR,DICKER DATA LIMITED,Technology Hardware & Equipment,24/01/2011,1829876693,1829876693,0.8497819624463959,10828407429,0.1689885336323172,0.1436034077410093,1.0560303637662039
524,DDT,DATADOT TECHNOLOGY LIMITED,Automobiles & Components,12/01/2005,4843811,4843811,0.10602794032426689,5304009126,0.0009132357967213649,9.68285105567572e-05,1.1311525794051898
525,DEL,DELOREAN CORPORATION LIMITED,Utilities,12/04/2021,22027815,22027815,0.856736586162917,67736981266,0.00032519628994828964,0.0002786075592831438,0.4601340731469821
526,DEM,DE.MEM LIMITED,Utilities,07/04/2017,37254809,37254809,0.5515274520986125,67736981266,0.0005499921653387842,0.00030333577762349853,0.4601340731469821
527,DES,DESOTO RESOURCES LIMITED,Materials,16/12/2022,42901765,42901765,0.19730093861682557,1009891818903,4.248154524769025e-05,8.381648751262431e-06,1.0750260251119568
528,DEV,DEVEX RESOURCES LIMITED,Energy,03/10/2000,113964553,113964553,1.4222582514708852,126672735205,0.0008996770521735889,0.0012795731111128889,1.0282868425662293
529,DGH,DESANE GROUP HOLDINGS LIMITED,Real Estate Management & Development,04/09/1987,34159842,34159842,0.07953951275306526,12613098481,0.0027082831432306167,0.0002154155216099033,0.6793945325275533
531,DGR,DGR GLOBAL LIMITED,Materials,21/08/2003,38616751,38616751,0.4602853194468129,1009891818903,3.823850265659904e-05,1.760062141046049e-05,1.0750260251119568
532,DGT,DIGICO INFRASTRUCTURE REIT,Class Pend,13/12/2024,1494461183,1494461183,1.669719163588071,1494461183,1.0,1.669719163588071,1.669719163588071
533,DJW,DJERRIWARRH INVESTMENTS LIMITED,Not Applic,28/06/1995,817496348,817496348,0.42609702870884736,53144097147,0.015382636866306193,0.006554495862440244,0.39524811934156545
534,DKM,DUKETON MINING LIMITED,Materials,04/08/2014,19609589,19609589,0.7917270314331994,1009891818903,1.9417514463381842e-05,1.537337108390452e-05,1.0750260251119568
535,DLI,DELTA LITHIUM LIMITED,Materials,03/11/2017,200824902,200824902,0.5615214060675089,1009891818903,0.00019885783629591835,0.00011166293184442658,1.0750260251119568
536,DM1,DESERT METALS LIMITED,Materials,18/12/2020,4702015,4702015,0.7850880247521318,1009891818903,4.655959095804526e-06,3.6553377298518965e-06,1.0750260251119568
537,DME,DOME GOLD MINES LIMITED,Materials,22/10/2013,48194351,48194351,-0.08484066917978716,1009891818903,4.7722290742340456e-05,-4.048791081372526e-06,1.0750260251119568
538,DMG,DRAGON MOUNTAIN GOLD LIMITED,Materials,31/07/2007,3552045,3552045,-0.03784059045637949,1009891818903,3.5172529705789937e-06,-1.3309492919116387e-07,1.0750260251119568
540,DMP,DOMINO'S PIZZA ENTERPRISES LIMITED,Consumer Services,16/05/2005,2218420136,2218420136,1.0096186860152803,83496805459,0.026568922293552007,0.026824480414858066,0.9363588553089106
543,DOC,DOCTOR CARE ANYWHERE GROUP PLC,Health Care Equipment & Services,04/12/2020,49510149,49510149,0.8214613664131196,195869793311,0.00025277072162621986,0.00020764138237630485,0.7240078018435547
544,DOW,DOWNER EDI LIMITED,Commercial & Professional Services,20/12/1990,5344936151,5344936151,1.083030825032914,83211939014,0.06423280378192775,0.06956610647411848,0.7800113210664875
546,DRE,DREADNOUGHT RESOURCES LTD,Materials,31/10/2006,146703050,146703050,1.1187716282589582,1009891818903,0.0001452661040064241,0.00016251959571010225,1.0750260251119568
547,DRO,DRONESHIELD LIMITED,Capital Goods,22/06/2016,3728784081,3728784081,1.2508398865017016,92779037735,0.04018994130603439,0.05027118162175011,0.9099567935722183
548,DRR,DETERRA ROYALTIES LIMITED,Materials,23/10/2020,2354635576,2354635576,1.0171250269976164,1009891818903,0.002331572087154577,0.002371500322093988,1.0750260251119568
549,DRX,DIATREME RESOURCES LIMITED,Materials,22/06/2005,90149073,90149073,0.43166746148467294,1009891818903,8.926606920919993e-05,3.853325749225046e-05,1.0750260251119568
550,DSK,DUSK GROUP LIMITED,Consumer Discretionary Distribution & Retail,02/11/2020,57286436,57286436,0.7312951526127948,143099880937,0.000400324833430298,0.0002927556101581014,0.9825524600056665
552,DTI,DTI GROUP LTD,Technology Hardware & Equipment,09/12/2014,8971028,8971028,0.011160576298894241,10828407429,0.0008284715973998469,9.246220474247783e-06,1.0560303637662039
553,DTL,DATA#3 LIMITED,Software & Services,23/12/1997,1493399609,1493399609,0.7307016148022598,88152131966,0.0169411626887935,0.012378934933329205,1.2989843852591967
554,DTM,DART MINING NL,Materials,10/05/2007,8388345,8388345,0.6846615047554688,1009891818903,8.306181754310952e-06,5.686922898678957e-06,1.0750260251119568
555,DTR,DATELINE RESOURCES LIMITED,Materials,23/06/2011,1299246540,1299246540,0.007573120612378643,1009891818903,0.0012865205120795146,9.742975008277299e-06,1.0750260251119568
556,DTZ,DOTZ NANO LIMITED,Technology Hardware & Equipment,13/12/2007,27030865,27030865,0.3069357793364899,10828407429,0.002496291830284067,0.0007662012783795529,1.0560303637662039
557,DUB,DUBBER CORPORATION LIMITED,Software & Services,30/06/2000,45926733,45926733,1.4230894909305964,88152131966,0.0005209940131421189,0.0007414211049403065,1.2989843852591967
558,DUG,DUG TECHNOLOGY LTD,Software & Services,12/08/2020,297906365,297906365,0.7238726844718786,88152131966,0.0033794572899825217,0.002446296820557708,1.2989843852591967
559,DUI,DIVERSIFIED UNITED INVESTMENT LIMITED,Not Applic,19/12/1991,1165669399,1165669399,0.38296489661719163,53144097147,0.021934127430477995,0.008400000843801313,0.39524811934156545
560,DUN,DUNDAS MINERALS LIMITED,Materials,10/11/2021,6457377,6457377,0.5995608609862698,1009891818903,6.39412744922952e-06,3.833668558715993e-06,1.0750260251119568
561,DUR,DURATEC LIMITED,Capital Goods,04/11/2020,528591957,528591957,0.5858631543336946,92779037735,0.005697320967154133,0.0033378504330684165,0.9099567935722183
562,DVL,DORSAVI LTD,"Pharmaceuticals, Biotechnology & Life Sciences",11/12/2013,41726962,41726962,0.4640975212207758,104138713167,0.0004006863608261164,0.00018595754684637398,0.8464389618170871
563,DVP,DEVELOP GLOBAL LIMITED,Materials,27/04/2007,1709324761,1709324761,1.213758127363414,1009891818903,0.0016925820459232578,0.0020543852144687493,1.0750260251119568
564,DWG,DATAWORKS GROUP LIMITED,Software & Services,15/11/2017,14427606,14427606,0.35868922970013234,88152131966,0.0001636671249830314,5.870563498739882e-05,1.2989843852591967
565,DXB,DIMERIX LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",04/02/1993,330218227,330218227,1.183300254027551,104138713167,0.0031709459139412643,0.003752181105474323,0.8464389618170871
566,DXC,DEXUS CONVENIENCE RETAIL REIT,Equity Real Estate Investment Trusts (REITs),27/07/2017,389851073,389851073,0.4435805290492252,187334950343,0.0020810375868795658,0.0009231077537593606,1.046556544211197
567,DXI,DEXUS INDUSTRIA REIT.,Equity Real Estate Investment Trusts (REITs),03/12/2013,837592565,837592565,0.7104055812304508,187334950343,0.004471096095343736,0.003176291620349866,1.046556544211197
568,DXN,DXN LIMITED,Software & Services,11/04/2018,12568189,12568189,0.5901276633266581,88152131966,0.0001425738518139018,8.413677402241908e-05,1.2989843852591967
569,DXS,DEXUS,Equity Real Estate Investment Trusts (REITs),06/10/2004,7389133240,7389133240,0.8482312847870461,187334950343,0.03944343127895197,0.03345715239015499,1.046556544211197
570,DYL,DEEP YELLOW LIMITED,Energy,19/12/1985,1948309192,1948309192,2.0592305859262043,126672735205,0.015380651478370358,0.03167230795573133,1.0282868425662293
571,DYM,DYNAMIC METALS LIMITED,Materials,16/01/2023,30214675,30214675,0.23299542229745934,1009891818903,2.9918724396461436e-05,6.970925825354832e-06,1.0750260251119568
572,E25,ELEMENT 25 LIMITED,Materials,09/11/2006,106310733,106310733,1.090102592515776,1009891818903,0.00010526942689315036,0.00011475447516887314,1.0750260251119568
573,E79,E79 GOLD MINES LIMITED,Materials,07/10/2021,8774575,8774575,0.354339026153329,1009891818903,8.688628658791816e-06,3.0787202175641974e-06,1.0750260251119568
574,EAX,ENERGY ACTION LIMITED,Commercial & Professional Services,13/10/2011,19528422,19528422,0.05586335629026006,83211939014,0.0002346829341005314,1.311017636290161e-05,0.7800113210664875
575,EBO,EBOS GROUP LIMITED,Health Care Equipment & Services,06/12/2013,4627428379,4627428379,0.41749310926823063,195869793311,0.02362502303585228,0.009863284323771543,0.7240078018435547
576,EBR,EBR SYSTEMS INC.,Health Care Equipment & Services,24/11/2021,495040657,495040657,0.8345459349377979,195869793311,0.002527396637489578,0.0021092285897923867,0.7240078018435547
577,ECF,ELANOR COMMERCIAL PROPERTY FUND,Equity Real Estate Investment Trusts (REITs),06/12/2019,254376453,254376453,0.2908898913994616,187334950343,0.0013578697009514278,0.0003949905698443802,1.046556544211197
578,ECH,ECHELON RESOURCES LIMITED,Energy,25/09/2020,76143285,76143285,-0.07890305057213232,126672735205,0.0006011023988451344,-4.742881297510769e-05,1.0282868425662293
579,ECL,EXCELSIOR CAPITAL LTD,Capital Goods,22/04/1993,125546051,125546051,0.021311608917731924,92779037735,0.0013531725922679941,2.883828508460901e-05,0.9099567935722183
580,ECP,ECP EMERGING GROWTH LIMITED,Not Applic,14/08/2014,20228669,20228669,0.2355150960855498,53144097147,0.00038063811572612094,8.964602239906e-05,0.39524811934156545
581,ECS,ECS BOTANICS HOLDINGS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",13/03/1986,9576297,9576297,0.549599037083328,104138713167,9.195712822611088e-05,5.053954912601866e-05,0.8464389618170871
582,ECT,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,Commercial & Professional Services,05/02/1986,70735286,70735286,0.8050038376080761,83211939014,0.0008500617440016526,0.0006843029661251444,0.7800113210664875
583,EDE,EDEN INNOVATIONS LTD,Energy,06/06/2006,44049998,44049998,0.42294314308972447,126672735205,0.0003477464817406206,0.00014707698998577155,1.0282868425662293
584,EDU,EDU HOLDINGS LIMITED,Consumer Services,25/06/2004,117304477,117304477,0.007257374172418325,83496805459,0.0014048977844739318,1.0195868895928838e-05,0.9363588553089106
585,EDV,ENDEAVOUR GROUP LIMITED,Consumer Staples Distribution & Retail,24/06/2021,6859672071,6859672071,0.5720433001093412,77091914297,0.08898043502425962,0.050900661696442286,0.503096945693974
586,EE1,EARTHS ENERGY LIMITED,Materials,16/09/2011,5252272,5252272,-0.298892029597838,1009891818903,5.20082636742746e-06,-1.5544855485463447e-06,1.0750260251119568
587,EEL,ENRG ELEMENTS LTD,Materials,01/07/2011,7921002,7921002,1.8353657418613287,1009891818903,7.843416345925276e-06,1.4395537660466416e-05,1.0750260251119568
588,EFE,EASTERN RESOURCES LIMITED,Materials,16/05/2008,4927085,4927085,1.1046363992070718,1009891818903,4.8788245510811945e-06,5.389327184469389e-06,1.0750260251119568
589,EG1,EVERGOLD MINERALS LIMITED,Materials,11/04/2023,9436017,9436017,0.26344727405613555,1009891818903,9.343591881207554e-06,2.4615438109971695e-06,1.0750260251119568
590,EGG,ENERO GROUP LIMITED,Media & Entertainment,30/04/2004,61246207,61246207,0.7245096150021259,103138247252,0.0005938263314709602,0.0004302328867921501,0.8706844402831332
591,EGH,EUREKA GROUP HOLDINGS LIMITED,Real Estate Management & Development,01/07/2004,209023683,209023683,0.17761732292960886,12613098481,0.01657195361749273,0.002943466037252706,0.6793945325275533
592,EGL,ENVIRONMENTAL GROUP LIMITED (THE),Capital Goods,12/02/1981,95124449,95124449,0.8080692707249096,92779037735,0.001025279538592533,0.00082849688903964,0.9099567935722183
593,EGR,ECOGRAF LIMITED,Materials,29/10/2010,170773949,170773949,1.4714600124019848,1009891818903,0.0001691012302540524,0.00024882569836681885,1.0750260251119568
594,EGY,ENERGY TECHNOLOGIES LIMITED,Capital Goods,22/10/1992,10499004,10499004,0.030397844433184166,92779037735,0.00011316138059103141,3.4398620430505187e-06,0.9099567935722183
595,EHL,EMECO HOLDINGS LIMITED,Capital Goods,28/07/2006,686846553,686846553,0.758413482483916,92779037735,0.0074030359633800525,0.005614562285940738,0.9099567935722183
596,EIQ,ECHOIQ LIMITED,Software & Services,17/12/2010,224349260,224349260,0.7573586610619405,88152131966,0.002545023642610604,0.0019274956983385497,1.2989843852591967
597,EL8,ELEVATE URANIUM LTD,Energy,23/10/1985,153769480,153769480,1.8701533032596964,126672735205,0.0012139114210421695,0.0022702004539266853,1.0282868425662293
598,ELD,ELDERS LIMITED,"Food, Beverage & Tobacco",30/06/1981,1587142632,1587142632,0.7973200902753358,22040372634,0.07201069865541367,0.05741557675272443,0.6414310699034725
599,ELS,ELSIGHT LIMITED,Technology Hardware & Equipment,08/06/2017,836957605,836957605,0.340707391515247,10828407429,0.07729277001145243,0.026334218053589865,1.0560303637662039
600,ELT,ELEMENTOS LIMITED,Materials,23/12/2009,134870745,134870745,0.9450734135822445,1009891818903,0.00013354969559660758,0.00012621426670035557,1.0750260251119568
602,EM2,EAGLE MOUNTAIN MINING LIMITED,Materials,16/03/2018,14508310,14508310,0.8691388093709895,1009891818903,1.4366202130204128e-05,1.248622381462859e-05,1.0750260251119568
606,EMB,EMBELTON LIMITED,Capital Goods,01/01/1974,17435485,17435485,-0.03670640534142803,92779037735,0.00018792483114343222,-6.898045025670241e-06,0.9099567935722183
607,EMC,EVEREST METALS CORPORATION LTD,Materials,18/10/2006,33713377,33713377,0.9366202075115724,1009891818903,3.338315685795071e-05,3.126733930368516e-05,1.0750260251119568
608,EMD,EMYRIA LIMITED,Health Care Equipment & Services,12/02/2020,45957633,45957633,0.882315503647983,195869793311,0.00023463359113790942,0.00020702085513757946,0.7240078018435547
609,EME,ENERGY METALS LTD,Energy,09/09/2005,18871498,18871498,0.5596796812309994,126672735205,0.00014897837304499214,8.338016833613411e-05,1.0282868425662293
610,EMH,EUROPEAN METALS HOLDINGS LIMITED,Materials,19/07/2012,90702882,90702882,0.7112982261365842,1009891818903,8.981445368923422e-05,6.38848615905787e-05,1.0750260251119568
611,EML,EML PAYMENTS LIMITED,Financial Services,18/01/2006,337321107,337321107,1.6810154469947796,225859949849,0.001493496776323195,0.002510591151036198,1.3141430087693993
612,EMN,EURO MANGANESE INC,Materials,02/10/2018,23562743,23562743,0.7945985061999735,1009891818903,2.3331947599689584e-05,1.8539530709449402e-05,1.0750260251119568
613,EMP,EMPEROR ENERGY LIMITED,Energy,05/06/1987,95500054,95500054,0.5388784372795257,126672735205,0.0007539116751955194,0.00040626674537615085,1.0282868425662293
614,EMR,EMERALD RESOURCES NL,Materials,22/07/1994,4458778299,4458778299,0.7024773630246961,1009891818903,0.004415104881078619,0.003101511234337573,1.0750260251119568
615,EMS,EASTERN METALS LIMITED,Materials,25/10/2021,24290221,24290221,0.931415124323257,1009891818903,2.405230000415824e-05,2.240267599863332e-05,1.0750260251119568
616,EMT,EMETALS LIMITED,Not Applic,26/10/2010,5100000,5100000,0.7433613836589366,53144097147,9.596550273293892e-05,7.133704889508293e-05,0.39524811934156545
617,EMU,EMU NL,Materials,27/02/2008,9729629,9729629,0.9605176496639011,1009891818903,9.634327972444472e-06,9.253942060183542e-06,1.0750260251119568
618,EMUCA,EMU NL,Materials,27/02/2008,9729629,9729629,-0.18832337734916493,1009891818903,9.634327972444472e-06,-1.8143691822602754e-06,1.0750260251119568
619,EMV,EMVISION MEDICAL DEVICES LTD,Health Care Equipment & Services,13/12/2018,169148259,169148259,0.704649827186147,195869793311,0.0008635750114435878,0.0006085179825759991,0.7240078018435547
